source,line,alarm_key,message,classification,alarm_occurrences,alarm_occurrences_linked_to_stop,alarm_occurrence_stop_association_pct,attributed_zone_stops,attributed_zone_stop_minutes,average_zone_stop_minutes,same_zone_pct,average_alarm_to_stop_seconds,average_confidence_score
FLEX,TAM24,[00G3_K042]Program:UN06_Standard.ALMD_06G6_B502GLS,Z06 Guard Door Open =06G6_B502GLS,DOOR_OR_GUARD|OPERATOR_INITIATED_FLEX|STOP_ALARM_CANDIDATE|LONG_DURATION,17,1,5.882,1,12,12,100,15.02,3
FLEX,TAM26,[00G3_K042]Program:UN09_Standard.ALMD_09_900GLS4_1,Z09 Guard Magnetic SW Open 900GLS4-1,DOOR_OR_GUARD|OPERATOR_INITIATED_FLEX|STOP_ALARM_CANDIDATE,3,1,33.333,1,12,12,0,104.25,3
FLEX,TAM26,[00G3_K002]Program:EM0240_Deposition.ALMD_K001CTL_Error,EM0240 Deposition Robot Error: Error,UNCLASSIFIED,3,1,33.333,1,12,12,0,115.78,1
FLEX,TAM26,[00G3_K502]Program:EM06G5_Bus_Structures.ALMD_Module_Error,PLC4 Module Error (Zone6),LONG_DURATION,4,1,25,1,12,12,100,93.96,2
FLEX,TAM27,[00G3_K042]Program:UN01_Standard.ALMD_01G6_B006GLS,Z01 Guard Door Open =01G6+MA-B006GLS,DOOR_OR_GUARD|OPERATOR_INITIATED_FLEX|STOP_ALARM_CANDIDATE|LONG_DURATION,18,1,5.556,1,12,12,0,-9.98,3
FLEX,TAM29,[00G3_K022]Program:EM0560_Foil_Feed.ALMD_M001MTR_Fault,EM0560 M001MTR Faulted : Foil Cleaner Vacuum motor,UNCLASSIFIED,4,1,25,1,12,12,0,212.71,1
FLEX,TAM29,[04G3_K002]Program:EM04G4_Operator_Interface.ALMD_S001PBL_Actuated,EM04G4 S001PBL ZONE STOP1,STOP_ALARM_CANDIDATE,27,1,3.704,1,12,12,0,-11.84,2
FLEX,TAM31,[00G3_K022]Program:EM0564_Foil_Feed_Die_Cut.ALMD_T001SVP_FailToMove,EM0564 T001SVP Foil Feed  #2 Fail to move,ROOT_CAUSE_CANDIDATE,124,1,0.806,1,12,12,0,7.2,2
3GT,TAM01,P0_240CL_ERR_2,Z2B : 240CL Fail to RETRACT (Cure outlet),LONG_DURATION,1,1,100,1,11,11,100,97.74,2
3GT,TAM01,P2_527PHS2_ON_ER,Z5B : 527PHS-2 still OFF,UNCLASSIFIED,61,1,1.639,1,11,11,100,213.02,2
3GT,TAM01,P7_552CL_ERR_2,Z5B : 552CL Fail to retract (3 array xfer),UNCLASSIFIED,44,1,2.273,1,11,11,0,95.8,1
3GT,TAM02,P2_CleanDies,Z5B : CLEAN DIES NOW - Zone Down until Cleaned !!,LONG_DURATION,34,1,2.941,1,11,11,0,-7.24,1
3GT,TAM02,P2_Z5A_AIR_LOW,Z5A : 50PS Air pressure low,LONG_DURATION,91,1,1.099,1,11,11,0,234.48,1
3GT,TAM02,P6_4014GLS_FAIL,Z4B : 4014LCK Airlock Feedback Fail,UNCLASSIFIED,4,1,25,1,11,11,0,1.45,1
3GT,TAM02,P2_554PRS1_ON_ER,Z5B : 554PRS-1 Puck not detect,UNCLASSIFIED,32,1,3.125,1,11,11,100,2.26,2
3GT,TAM02,P7_NO_FOIL,Z5C : No foil         (->Check foil reel),UNCLASSIFIED,27,1,3.704,1,11,11,0,213.91,1
3GT,TAM02,P2_533CL_ERR_1,Z5AB: 533CL Fail to extend  (Rtrn buffer out),UNCLASSIFIED,28,1,3.571,1,11,11,0,101.87,1
3GT,TAM05,P0_RMM_Low_Level,Z2B : Monomer Low Level,UNCLASSIFIED,41,1,2.439,1,11,11,0,254.45,1
3GT,TAM05,P0_200CL_ERR_1,Z2A : 200CL Fail to EXTEND  (FC/BC tbl ofs),UNCLASSIFIED,14,1,7.143,1,11,11,0,14.77,1
3GT,TAM05,P3_852SRV_ERR_7,Z8 : 852SRV Lag error (Carton elevator),UNCLASSIFIED,35,1,2.857,1,11,11,0,-21.37,1
3GT,TAM05,P2_STICK_DI_REM,Z5B : DI removal sticking (549PHS),CASCADE_SYMPTOM_CANDIDATE,105,1,0.952,1,11,11,100,-5.07,2
3GT,TAM05,P6_Z04B_ALM_Prs4011_OnFail,Z04B : 4011PRS Sensor fail to be on,UNCLASSIFIED,4,1,25,1,11,11,0,-6.45,1
3GT,TAM06,P3_807PHS1_MISS,Z8  : 807PHS-1 Array missing (Check jam or sensor),STOP_ALARM_CANDIDATE,7,1,14.286,1,11,11,0,68.42,2
3GT,TAM06,P0_IMM_DT_FAIL,Z2A : IMM set up data out of range,UNCLASSIFIED,38,1,2.632,1,11,11,0,56.97,1
3GT,TAM06,P6_LONG_DI1_ER,Z4B : DI Tower #1 extraction time too long,UNCLASSIFIED,18,1,5.556,1,11,11,100,13.38,2
3GT,TAM07,P2_51PS_ERROR,Z5B : 51PS Air pressure low (Check 51SV and 51ASV),LONG_DURATION,33,1,3.03,1,11,11,0,101.93,1
3GT,TAM07,P1_400_2ID_CMC,Z4  : 400_2ID Consecutive No Read,UNCLASSIFIED,15,1,6.667,1,11,11,100,-24.28,2
3GT,TAM07,P1_405SRV_ERR_5,Z4  : 405SRV Over drive     (Stage load),UNCLASSIFIED,13,1,7.692,1,11,11,100,52.92,2
3GT,TAM09,P2_CleanDies,Z5B : CLEAN DIES NOW - Zone Down until Cleaned !!,LONG_DURATION,28,1,3.571,1,11,11,100,231.01,2
3GT,TAM09,RMT_MONOMER_ERROR,Raw Material Tracking Error,UNCLASSIFIED,4,1,25,1,11,11,100,72.98,2
3GT,TAM09,P3_619PHS_MISS,Z6  : 619PHS Array missing (Check jam or sensor),STOP_ALARM_CANDIDATE,19,1,5.263,1,11,11,100,105.55,3
3GT,TAM09,P0_243CL_ERR_2,Z2B : 243CL Fail to RETRACT (Plt to preheat),LONG_DURATION,1,1,100,1,11,11,100,150.06,2
3GT,TAM09,P2_IMM_DATA_BAD,Z5A:  IMM DATA BAD,LONG_DURATION,18,1,5.556,1,11,11,100,-55.75,2
3GT,TAM10,P3_865PHS_MISS,Z8  : 865PHS Carton missing (Check jam or sensor),STOP_ALARM_CANDIDATE,22,1,4.545,1,11,11,0,-30.47,2
3GT,TAM17,P0_223PHS_FAIL,Z2B:  223PHS Pallet Tracking Mismatch,LONG_DURATION,36,1,2.778,1,11,11,100,184.98,2
3GT,TAM17,P6_4002SRV_ERR_2,Z4B : 4002SRV Driver error,LONG_DURATION,8,1,12.5,1,11,11,100,93.61,2
3GT,TAM18,P0_MonomerLo,Z2B : Monomer Level Low,UNCLASSIFIED,24,1,4.167,1,11,11,0,79.76,1
3GT,TAM18,P2_520PRS_Ofer,Z5B : HeatSeal Dies have been opened more than 30 minutes.,LONG_DURATION,32,1,3.125,1,11,11,0,-0.4,1
3GT,TAM18,P6_4010CL_ERR_2,Z4B : 4010CL Fail to Retract,UNCLASSIFIED,73,1,1.37,1,11,11,100,12.93,2
3GT,TAM18,P2_RBT_GNRL_ERR,Z5A : Mitsubishi robot error (Check Robot controler),LONG_DURATION,46,1,2.174,1,11,11,100,9.67,2
3GT,TAM20,P3_CMS_NOT_RDY,Z8  : Laser marker is not ready,STOP_ALARM_CANDIDATE,45,1,2.222,1,11,11,0,100.81,2
3GT,TAM20,P2_510SRV_ERR_5,Z5B : 510SRV Over drive     (Saline Buffer),UNCLASSIFIED,3,1,33.333,1,11,11,0,95.09,1
3GT,TAM21,L21_P6_4015PRS.Alarm2,Z04C : 4015PRS Sensor fail to be on,CASCADE_SYMPTOM_CANDIDATE,707,1,0.141,1,11,11,100,63.56,2
3GT,TAM21,L21_P6_PSS04_4014GLS.Alarm,Guard SW (Vapor Enclosure1 Entrance Shutter) Feedback Error(4014GLS),DOOR_OR_GUARD|GUARD_SYSTEM_FAULT|CASCADE_SYMPTOM_CANDIDATE,877,1,0.114,1,11,11,0,-3.32,1
3GT,TAM21,L21_P6_PSS04_4012GLS.Alarm,Guard SW (Vapor Enclosure2 Entrance Shutter) Feedback Error(4012GLS),DOOR_OR_GUARD|GUARD_SYSTEM_FAULT|CASCADE_SYMPTOM_CANDIDATE,710,1,0.141,1,11,11,0,-11.3,1
3GT,TAM21,L21_P3_HeatSeal_Clean.HMI01,"Heat Seal Stroke Count = 8561, Did you Clean Heat Seat Dies ?: Heat Seal Sensor Status = OFF~Minimum time remaining to clean ~Heat",LONG_DURATION,24,1,4.167,1,11,11,0,58.03,1
3GT,TAM21,L21_P4_1000PHS_01.Alarm1,Z10 : 1000PHS Carton jam (Remove carton),STOP_ALARM_CANDIDATE,22,1,4.545,1,11,11,0,-21.77,2
3GT,TAM21,L21_P3_HeatSeal_Clean.HMI01,"Heat Seal Stroke Count = 7749, Did you Clean Heat Seat Dies ?: Heat Seal Sensor Status = OFF~Minimum time remaining to clean ~Heat",LONG_DURATION,24,1,4.167,1,11,11,0,27.24,1
3GT,TAM21,L21_P1_0405PRS.Alarm2,Z04A : 405PRS Sensor fail to be on,UNCLASSIFIED,46,1,2.174,1,11,11,100,2.34,2
3GT,TAM22,L22_P4_0805CL.stat.Fte,P4_0805CL Fail to Extend,UNCLASSIFIED,69,1,1.449,1,11,11,0,176.7,1
3GT,TAM22,L22_P3_Z05B_Alarm.Cam2InspectNG05,Z05B : Camera2 Consecutive Inspection Error - 5th Check Position,UNCLASSIFIED,3,1,33.333,1,11,11,0,57.78,1
3GT,TAM22,L22_P4_1005PHS.Alarm2,Z10 : 1005PHS Unknown carton (Remove carton),CASCADE_SYMPTOM_CANDIDATE,165,1,0.606,1,11,11,0,0.18,1
3GT,TAM23,L23_P4_0807PHS_01.Alarm2,Z08 : 807PHS-1 3 consecutive unknown array detect,UNCLASSIFIED,11,1,9.091,1,11,11,0,8.76,1
3GT,TAM23,L23_P4_Z10_Alarm.to_1002BCR,Z10 : 1002BCR Communication time out failure,STOP_ALARM_CANDIDATE,16,1,6.25,1,11,11,0,183.39,2
FLEX,TAM24,[00G3_K022]Program:EM0542_Foil_Transfer.ALMD_K001CTL_Guard_Open,EM0542 Foil Transfer Robot Error: Safety Guard Open,DOOR_OR_GUARD|OPERATOR_INITIATED_FLEX|STOP_ALARM_CANDIDATE|CASCADE_SYMPTOM_CANDIDATE,1370,1,0.073,1,11,11,0,117.72,2
FLEX,TAM24,[00G3_K042]Program:UN06_Standard.ALMD_06G6_B504GLS,Z06 Guard Door Open =06G4_B504GLS,DOOR_OR_GUARD|OPERATOR_INITIATED_FLEX|STOP_ALARM_CANDIDATE|LONG_DURATION,8,1,12.5,1,11,11,100,291.07,3
FLEX,TAM25,[00G3_K002]Program:EM0352_Return_Buffer_Outlet.ALMD_B002PRS_B003PRS_Mis,EM0352 B002PRS & B003PRS Sensor State mismatch,UNCLASSIFIED,44,1,2.273,1,11,11,0,-27.2,1
FLEX,TAM25,[04G3_K022]Program:UN04_Standard.ALMD_04G6_M001SV,Z04 IPA SUPPLY VALVE =04G6_M001SV CLOSED (FOR SOLUTION),CASCADE_SYMPTOM_CANDIDATE|LONG_DURATION,101,1,0.99,1,11,11,100,108.37,2
FLEX,TAM26,[00G3_K042]Program:UN09_Standard.ALMD_09_900GLS1,Z09 Guard Door Open 900GLS1,DOOR_OR_GUARD|OPERATOR_INITIATED_FLEX|STOP_ALARM_CANDIDATE,3,1,33.333,1,11,11,0,-44.1,2
FLEX,TAM27,[00G3_K002]Program:EM0232_Monomer_DosePump.ALMD_M001MTR_Fault,EM0232 M001MTR Motor faulted,UNCLASSIFIED,6,1,16.667,1,11,11,0,-57.42,1
FLEX,TAM28,[04G3_K022]Program:UN04_Standard.ALMD_04G6_M001SV,Z04 IPA SUPPLY VALVE =04G6_M001SV CLOSED (FOR SOLUTION),CASCADE_SYMPTOM_CANDIDATE|LONG_DURATION,105,1,0.952,1,11,11,100,26.56,2
FLEX,TAM30,[00G3_K002]Program:EM0250_WalkingBeam.ALMD_B003PRS_OnFail,EM0250 B003PRS On Fail,UNCLASSIFIED,1,1,100,1,11,11,0,204.71,1
FLEX,TAM31,[00G3_K042]Program:UN01_Standard.ALMD_01G6_B006GLS,Z01 Guard Door Open =01G6+MA-B006GLS,DOOR_OR_GUARD|OPERATOR_INITIATED_FLEX|STOP_ALARM_CANDIDATE|LONG_DURATION,1,1,100,1,11,11,0,-55.98,2
FLEX,TAM31,[04G3_K022]Program:UN04_Standard.ALMD_04G6_B015GLS,Z04 GUARD DOOR OPEN (=04G6_B015GLS),DOOR_OR_GUARD|OPERATOR_INITIATED_FLEX|STOP_ALARM_CANDIDATE|LONG_DURATION,4,1,25,1,11,11,0,46.72,3
FLEX,TAM31,[00G3_K022]Program:EM0528_GB_Outlet.ALMD_T001SVP_Driver_Fault,EM0528 T001SVP Good Walking Beam Driver fault,STOP_ALARM_CANDIDATE,7,1,14.286,1,11,11,0,60.15,2
FLEX,TAM31,[00G3_K042]Program:UN03_Standard.ALMD_03G6_B004GLS_LCK,Z03 Guard Switch Lock Solenoid Feedback Error =03G6_B004GLS,DOOR_OR_GUARD|GUARD_SYSTEM_FAULT|CASCADE_SYMPTOM_CANDIDATE,362,1,0.276,1,11,11,100,299.09,1
FLEX,TAM31,[00G3_K502]Program:EM06G4_Operator_Interface.ALMD_Z05_PBL_Actuated,Zone05 ZONE STOP PB,STOP_ALARM_CANDIDATE|CASCADE_SYMPTOM_CANDIDATE,2672,1,0.037,1,11,11,100,-22.45,3
FLEX,TAM31,[00G3_K042]Program:UN02_Standard.ALMD_02G6_B019GLS,Z02 Under Guard Door Open =02G6_B019GLS,DOOR_OR_GUARD|OPERATOR_INITIATED_FLEX|STOP_ALARM_CANDIDATE,9,1,11.111,1,11,11,0,170.96,2
3GT,TAM01,P1_453CL_ERR_2,Z4  : 453CL Fail to RETRACT  (Stage gate stopper),DOOR_OR_GUARD,37,1,2.703,1,10,10,100,166.05,2
3GT,TAM01,P6_HSC2FAIL_RST,Z4B : High speed counter #2 (4000FM) Fail to be Reset,UNCLASSIFIED,3,1,33.333,1,10,10,0,175.38,1
3GT,TAM01,P1_4222CL_ERR_1,Z4  : 422CL-2 Fail to EXTEND (FC xfer X2),LONG_DURATION,1,1,100,1,10,10,100,84.74,2
3GT,TAM01,P2_524CL_ERR_2,Z5B : 524CL Fail to retract (Saline buffer),UNCLASSIFIED,11,1,9.091,1,10,10,0,98.37,1
3GT,TAM01,P3_605PRS_4_FAIL,Z6  : 605PRS-4 Sensor fail (Still off),UNCLASSIFIED,7,1,14.286,1,10,10,100,115.83,2
3GT,TAM02,P3_620PHS_UKNOW,Z6  : 620PHS Tray jam or sensor fail (Remain),STOP_ALARM_CANDIDATE,1,1,100,1,10,10,100,92.3,3
3GT,TAM02,P2_526PRS_ON_ER,Z5B : 526PRS Puck not detect,UNCLASSIFIED,40,1,2.5,1,10,10,100,119.51,2
3GT,TAM02,P3_ZSTOP_AJ_Z06,Z8  : Zone stop caused by adjacent zone6,STOP_ALARM_CANDIDATE,5,1,20,1,10,10,0,96.33,2
3GT,TAM02,P6_4018CL_ERR_2,Z4B : 4018CL Fail to Retract,LONG_DURATION,1,1,100,1,10,10,100,110.57,2
3GT,TAM02,P3_FLAP_OPEN_NG,Z8  : 860PHS 3 Consecutive carton flap open NG,UNCLASSIFIED,22,1,4.545,1,10,10,0,19.26,1
3GT,TAM02,P6_4007PRSFAIL1,Z4B : 4007PRS fail to be ON,UNCLASSIFIED,32,1,3.125,1,10,10,100,107.58,2
3GT,TAM05,P6_Z04B_ALM_IVEK_Fault,Z04B : IVEK Controller System fault,UNCLASSIFIED,60,1,1.667,1,10,10,0,-55.43,1
3GT,TAM05,P3_SLAVE_FAIL_Z6,PLC3: Profibus slave fail,UNCLASSIFIED,1,1,100,1,10,10,100,216.65,2
3GT,TAM06,P0_247PRS_FAIL,Z2B : 247PRS Sensor fail (Plt xfer to pheat),UNCLASSIFIED,23,1,4.348,1,10,10,0,35.82,1
3GT,TAM07,P2_CHUCK_ERR,Z5B : Foil chuck error,UNCLASSIFIED,34,1,2.941,1,10,10,0,-11.04,1
3GT,TAM07,P1_SHINGL_HD_ER,Z4  : FC shingle check head incorrect position,LONG_DURATION,3,1,33.333,1,10,10,0,47.98,1
3GT,TAM07,FMD_Cons_Reject,Zone05B: Consecutive FMD vision system inspection fail,UNCLASSIFIED,37,1,2.703,1,10,10,100,190.76,2
3GT,TAM07,P2_520CL_ERR_1,Z5B : 520CL Fail to EXTEND,UNCLASSIFIED,24,1,4.167,1,10,10,100,152.62,2
3GT,TAM09,P6_Z04B_4102SV_stat_Ftc,Z04B : 4102SV (Recycle/Sump Diverter Sol Valve) failed to Close,LONG_DURATION,1,1,100,1,10,10,0,287.19,1
3GT,TAM09,P2_553PHS_OF_ER,Z5AB: 553PHS still ON,UNCLASSIFIED,5,1,20,1,10,10,100,236.08,2
3GT,TAM09,P0_FC_VAC_CMC,Z2A : FC Vacuum CMC error,UNCLASSIFIED,13,1,7.692,1,10,10,100,-6.73,2
3GT,TAM10,P1_427CL_ERR_2,Z4  : 427CL Fail to RETRACT (FC verify),UNCLASSIFIED,17,1,5.882,1,10,10,0,11.45,1
3GT,TAM10,P1_4081CL_ERR_2,Z4  : 408CL-1 Fail to RETRACT(Plt xfr2-1@Jnc),UNCLASSIFIED,1,1,100,1,10,10,100,33.02,2
3GT,TAM18,P2_578CL_ERR_1,Z5A : 578CL Fail To extend  (Rtrn Buffer Out),UNCLASSIFIED,19,1,5.263,1,10,10,100,89.57,2
3GT,TAM18,P2_520CL_ERR_1,Z5B : 520CL Fail to EXTEND,UNCLASSIFIED,42,1,2.381,1,10,10,100,23.76,2
3GT,TAM18,P2_555PRS_ON_ER,Z5B : 555PRS Puck not detect,UNCLASSIFIED,9,1,11.111,1,10,10,100,-18.89,2
3GT,TAM18,P0_219SRV_ERR_7,Z2B : 219SRV Lag error      (Preheat-ALI),UNCLASSIFIED,15,1,6.667,1,10,10,100,68.58,2
3GT,TAM18,P3_LABEL_NOTRDY,Z10 : Labeler is not ready,STOP_ALARM_CANDIDATE|LONG_DURATION,20,1,5,1,10,10,0,293.81,2
3GT,TAM20,P1_SHINGLE_DET4,Z4  : FC shingle detect at 411PHS_4,UNCLASSIFIED,64,1,1.562,1,10,10,100,90.18,2
3GT,TAM20,P3_1013PHS_MISS,Z10 : 1013PHS Case jam or sensor fail (Missing),STOP_ALARM_CANDIDATE,10,1,10,1,10,10,0,-10.48,2
3GT,TAM20,P7_CMS_NOT_RDY,Z5B : CMS Laser is not ready alarm,STOP_ALARM_CANDIDATE,4,1,25,1,10,10,0,107.55,2
3GT,TAM20,P0_RBT_ABNORMAL,Z2A : Robot abnormal condition,LONG_DURATION,7,1,14.286,1,10,10,100,39.52,2
3GT,TAM21,L21_P1_0452PRS.Alarm2,Z04A : 452PRS Sensor fail to be on,UNCLASSIFIED,26,1,3.846,1,10,10,100,171.38,2
3GT,TAM21,L21_P4_1019PHS.Alarm1,Z10 : 1019PHS Carton jam (Remove carton),STOP_ALARM_CANDIDATE,21,1,4.762,1,10,10,0,-11.77,2
3GT,TAM21,L21_P1_0216SRV.Fail_to_Move,P1_0216SRV Fail to Move,UNCLASSIFIED,16,1,6.25,1,10,10,0,56.99,1
3GT,TAM21,L21_P6_4020PRS.Alarm2,Z04C : 4020PRS Sensor fail to be on,UNCLASSIFIED,30,1,3.333,1,10,10,100,-21.76,2
3GT,TAM21,L21_P1_0247PRS.Alarm1,Z02B : 247PRS Sensor fail to be on,UNCLASSIFIED,12,1,8.333,1,10,10,100,85.97,2
3GT,TAM21,L21_P3_0510PHS.Alarm1,Z05B : Shingle P.P. (510PHS),CASCADE_SYMPTOM_CANDIDATE,140,1,0.714,1,10,10,0,0.68,1
3GT,TAM21,L21_P2_0428PRS.Alarm1,Z04B : 428PRS Sensor fail to be on,LONG_DURATION,1,1,100,1,10,10,0,76.5,1
3GT,TAM22,L22_P3_Z05B_Alarm.Con_Missed_Lens,Z05B : 3 Consecutive missing lens detected.,UNCLASSIFIED,35,1,2.857,1,10,10,0,-21.21,1
3GT,TAM22,L22_P1_0453PRS.Alarm1,Z04A : 453PRS Sensor fail to be off,UNCLASSIFIED,5,1,20,1,10,10,100,127.9,2
3GT,TAM22,L22_P3_ALI.Alarm_08,ALI unexpectly got out of Production mode,UNCLASSIFIED,15,1,6.667,1,10,10,0,-14.97,1
3GT,TAM22,L22_P1_0231PRS.Alarm1,Z02B : 231PRS Sensor fail to be on,UNCLASSIFIED,1,1,100,1,10,10,100,198.17,2
3GT,TAM22,L22_P1_0223PHS.Alarm1,Z02B : 223PHS Sensor fail to be on,LONG_DURATION,7,1,14.286,1,10,10,0,32.13,1
FLEX,TAM24,[04G3_K022]Program:UN04_Standard.ALMD_04G6_B017GLS,Z04 GUARD DOOR OPEN (=04G6_B017GLS),DOOR_OR_GUARD|OPERATOR_INITIATED_FLEX|STOP_ALARM_CANDIDATE|LONG_DURATION,26,1,3.846,1,10,10,0,16.32,3
FLEX,TAM25,[00G3_K002]Program:EM0336_Return_Buffer_Inlet.ALMD_B001PRS_OnFail,EM0336 B001PRS OnFail,ROOT_CAUSE_CANDIDATE,136,1,0.735,1,10,10,0,146.67,1
FLEX,TAM25,[00G3_K042]Program:UN01_Standard.ALMD_01G6_B005GLS,Z01 Guard Door Open =01G6+MA-B005GLS,DOOR_OR_GUARD|OPERATOR_INITIATED_FLEX|STOP_ALARM_CANDIDATE|LONG_DURATION,32,1,3.125,1,10,10,100,0,3
FLEX,TAM26,[00G3_K502]Program:EM06G4_Operator_Interface.ALMD_S501PBL_Actuated,EM06G4 S501PBL ZONE STOP PB1,STOP_ALARM_CANDIDATE|ROOT_CAUSE_CANDIDATE,185,1,0.541,1,10,10,0,199.49,2
FLEX,TAM26,[04G3_K002]Program:EM0450_Drip_Station.ALMD_M002CL_Faulted,EM0450 M002CL Drip Station Stage pusher Engage fault,UNCLASSIFIED,132,1,0.758,1,10,10,0,132.99,1
FLEX,TAM26,[00G3_K042]Program:UN05_Standard.ALMD_05G6_B008GLS,Z05 Under Guard Door Open =05G6_B008GLS,DOOR_OR_GUARD|OPERATOR_INITIATED_FLEX|STOP_ALARM_CANDIDATE|LONG_DURATION,30,1,3.333,1,10,10,0,62.08,3
FLEX,TAM27,[00G3_K502]Program:EM1000_deviceWISE.ALMD_DeviceWiseEchoMisMatchError,PLC to DeviceWise : DeviceWise Message Transaction EchoMismatch Error.,UNCLASSIFIED,29,1,3.448,1,10,10,0,118.28,1
FLEX,TAM27,[00G3_K022]Program:EM0558_Foil_Reel.ALMD_05G6_B009GLS_Opened,EM0558 05G6 B009GLS Door Opened,DOOR_OR_GUARD|OPERATOR_INITIATED_FLEX|STOP_ALARM_CANDIDATE|CASCADE_SYMPTOM_CANDIDATE,188,1,0.532,1,10,10,0,2,2
FLEX,TAM28,[00G3_K502]Program:EM1000_RawMaterialTracking.ALMD_LotChange_Carton_AL,Timeout occured entering RMT Info for CARTON,UNCLASSIFIED,4,1,25,1,10,10,0,159.34,1
FLEX,TAM29,[00G3_K003]Program:EM0304_WB_Demold.ALMD_00G7_M003SV_Not_Ready,EM0304 Z02/Z03 SV Not Ready (EM00G7-M003SV),STOP_ALARM_CANDIDATE|CASCADE_SYMPTOM_CANDIDATE,1910,1,0.052,1,10,10,100,-15.4,3
FLEX,TAM29,[00G3_K022]Program:EM0558_Foil_Reel.ALMD_05G6_B009GLS_Opened,EM0558 05G6 B009GLS Door Opened,DOOR_OR_GUARD|OPERATOR_INITIATED_FLEX|STOP_ALARM_CANDIDATE|CASCADE_SYMPTOM_CANDIDATE,201,1,0.498,1,10,10,0,-24.6,2
FLEX,TAM29,[00G3_K002]Program:EM0285_Cooling_Walking_Beam.ALMD_T001SVP_Driver_Fault,EM0285 T001SVP Cooling Walking Beam Servo Driver fault,STOP_ALARM_CANDIDATE,58,1,1.724,1,10,10,0,65.21,2
FLEX,TAM31,[00G3_K022]Program:EM0534_Saline_Buffer_Inlet.ALMD_B001PRS_OnFail,EM0534 B001PRS Lane1 PP MRS Exit On fail,ROOT_CAUSE_CANDIDATE,279,1,0.358,1,10,10,0,77.97,2
FLEX,TAM31,[00G3_K042]Program:UN10_Standard.ALMD_10G6_B504GLS,Z10 Guard Door Open =10G6_B504GLS,DOOR_OR_GUARD|OPERATOR_INITIATED_FLEX|STOP_ALARM_CANDIDATE|CASCADE_SYMPTOM_CANDIDATE,215,1,0.465,1,10,10,0,237.61,2
FLEX,TAM31,[00G3_K022]Program:EM05G4_Operator_Interface.ALMD_S001PBL_Actuated,EM05G4 S001PBL Zone Stop,STOP_ALARM_CANDIDATE|CASCADE_SYMPTOM_CANDIDATE,2187,1,0.046,1,10,10,0,-54.88,1
3GT,TAM01,P1_416CL_ERR_1,Z4  : 416CL Fail to EXTEND  (Ret cv lane1),LONG_DURATION,25,1,4,1,9,9,0,5.17,1
3GT,TAM01,P3_600MAG_FAIL,Z6  : 600M MC feedback error (Zone06 Motor),UNCLASSIFIED,11,1,9.091,1,9,9,0,233.92,1
3GT,TAM01,P7_514SRV_ERR_2,Z5B : 514SRV Driver error   (Foil for lasr),UNCLASSIFIED,8,1,12.5,1,9,9,0,29.79,1
3GT,TAM01,P2_SALIN1_ERR,Z5B : Saline dose level low (1st 6 pucks),UNCLASSIFIED,39,1,2.564,1,9,9,0,15.62,1
3GT,TAM01,P17_P2_Comm_Error,Zone05BP2:P17 Ethernet Comm error to PLC 2,LONG_DURATION,17,1,5.882,1,9,9,100,-16.71,2
3GT,TAM01,SBM_W01_Ldoor_Opnd,Z6/7 : Sterilizer Load Door Is Still Opened,DOOR_OR_GUARD|POSSIBLE_OPERATOR_ACCESS_LEGACY|STOP_ALARM_CANDIDATE,1,1,100,1,9,9,100,96.47,3
3GT,TAM01,P2_516SRV_ERR_9,Z5B : 516SRV Servo pack is abnormal (Rtrn buffer),UNCLASSIFIED,10,1,10,1,9,9,0,27.12,1
3GT,TAM01,P0_CUE_DOOR_OPN,Z2B : Cure Enclosure door opened,DOOR_OR_GUARD|POSSIBLE_OPERATOR_ACCESS_LEGACY|STOP_ALARM_CANDIDATE|LONG_DURATION,21,1,4.762,1,9,9,0,127.44,2
3GT,TAM02,P2_5871CL_ERR_2,Z5B : 587CL-1 Fail To retract  (DI Removal Out),UNCLASSIFIED,3,1,33.333,1,9,9,100,229.97,2
3GT,TAM02,P7_533PRS_OF_ER,Z5B : 533PRS still ON,LONG_DURATION,34,1,2.941,1,9,9,100,198.16,2
3GT,TAM02,P1_402CL_ERR_1,Z4  : 402CL Fail to EXTEND  (Hyd buf outlet),UNCLASSIFIED,6,1,16.667,1,9,9,100,67.25,2
3GT,TAM02,P7_540PHS_ERR,Z5B : Foil Placement Error (Cut & Perfo),UNCLASSIFIED,4,1,25,1,9,9,0,-57.06,1
3GT,TAM05,ST_Z07_Alarm_SFC_LoadDoor,Load Door Operation Timeout,DOOR_OR_GUARD,54,1,1.852,1,9,9,0,19.85,1
3GT,TAM05,P0_SLAVE_FAIL,PLC0: Profibus slave fail,UNCLASSIFIED,4,1,25,1,9,9,100,26.17,2
3GT,TAM05,P1_302CL_ERR_2,Z3  : 302CL Fail to RETRACT (Top finger L),UNCLASSIFIED,37,1,2.703,1,9,9,100,61.7,2
3GT,TAM05,P7_552CL_ERR_1,Z5B : 552CL Fail to extend  (3 array xfer),UNCLASSIFIED,27,1,3.704,1,9,9,0,230.4,1
3GT,TAM05,P0_272PRS_FAIL,Z2B : 272PRS Sensor fail,UNCLASSIFIED,18,1,5.556,1,9,9,100,3.64,2
3GT,TAM05,P2_544PRS_OF_ER,Z5B : 544PRS still ON,UNCLASSIFIED,19,1,5.263,1,9,9,100,63.09,2
3GT,TAM05,P2_Z5A_AIR_LOW,Z5A : 50PS Air pressure low,LONG_DURATION,79,1,1.266,1,9,9,0,28.69,1
