source,line,alarm_key,message,classification,alarm_occurrences,alarm_occurrences_linked_to_stop,alarm_occurrence_stop_association_pct,attributed_zone_stops,attributed_zone_stop_minutes,average_zone_stop_minutes,same_zone_pct,average_alarm_to_stop_seconds,average_confidence_score
FLEX,TAM25,[04G3_K002]Program:EM0430_Elevator3.ALMD_T001SVP_Driver_Fault,EM0430 T001SVP Elevator #3 Driver fault,STOP_ALARM_CANDIDATE,9,1,11.111,2,144,72,0,49.48,2
3GT,TAM22,L22_P4_0603PHS.Alarm2,Z06 : 603PHS Array missing (Check jam or sensor),STOP_ALARM_CANDIDATE|CASCADE_SYMPTOM_CANDIDATE,168,4,2.381,10,143,14.3,40,154.98,1.8
FLEX,TAM25,[04G3_K002]Program:EM0471_Tower3_Top.ALMD_T001SVP_Driver_Fault,EM0471 T001SVP Tower #3 Extraction head Driver fault,STOP_ALARM_CANDIDATE|ROOT_CAUSE_CANDIDATE,134,7,5.224,10,143,14.3,0,119.05,2.5
FLEX,TAM27,[00G3_K042]Program:UN03_Standard.ALMD_03G6_B001GLS,Z03 Guard Door Open =03G6_B001GLS,DOOR_OR_GUARD|OPERATOR_INITIATED_FLEX|STOP_ALARM_CANDIDATE|CASCADE_SYMPTOM_CANDIDATE,194,5,2.577,10,143,14.3,100,162.33,3
3GT,TAM05,BC_Returnpallet_Sequence,Z2B: BC Loop: Excess Pallets Detected,CASCADE_SYMPTOM_CANDIDATE,1101,8,0.727,9,143,15.89,11.11,31.43,1
3GT,TAM22,L22_P3_0510PHS.Alarm1,Z05B : Shingle P.P. (510PHS),UNCLASSIFIED,89,3,3.371,6,143,23.83,33.33,89.72,1.33
3GT,TAM10,P1_301SRV_ERR_9,Z3  : 301SRV Servo pack is abnormal (ALI plt xfer),UNCLASSIFIED,17,2,11.765,3,143,47.67,66.67,86.66,1.67
3GT,TAM22,L22_P1_Z02B_Warning.CureO2LevelHigh,Z02B : Cure O2 level high,WARNING|LONG_DURATION,11,2,18.182,3,143,47.67,0,1.21,1
3GT,TAM01,P0_272PRS_FAIL,Z2B : 272PRS Sensor fail,UNCLASSIFIED,21,4,19.048,7,142,20.29,28.57,191.85,1.29
3GT,TAM10,P1_PULL_CORD_Z3,PLC1: Emergency stop pull cord pulled,STOP_ALARM_CANDIDATE,3,2,66.667,4,142,35.5,100,76.34,3
3GT,TAM20,P7_513VAC_ERR,Z5B : 513VAC Foil suction vacuum fault,ROOT_CAUSE_CANDIDATE,157,10,6.369,13,141,10.85,46.15,45.76,2.31
3GT,TAM17,P0_IMM_DT_FAIL,Z2A : IMM set up data out of range,UNCLASSIFIED,118,6,5.085,10,141,14.1,30,62.73,1.3
FLEX,TAM28,[00G3_K002]Program:EM0368_FC_Detection_To_FC_Transfer.ALMD_B001IDR_ConsNoRead,EM0368  B001IDR Consecutive No Read,LONG_DURATION,29,2,6.897,6,141,23.5,0,145.4,1
3GT,TAM01,P2_586CL_2_ERR_1,Z5B : 586CL-2 Fail To extend (good/bad),UNCLASSIFIED,25,3,12,5,141,28.2,20,58.05,1.2
3GT,TAM06,P3_619PHS_MISS,Z6  : 619PHS Array missing (Check jam or sensor),STOP_ALARM_CANDIDATE,19,3,15.789,5,141,28.2,60,113.95,2.6
FLEX,TAM31,[00G3_K502]Program:EM1021_Empty_Carton_Xfer_Robot.ALMD_ConsecutiveBCRNoRead,Conscutive BCR No read,ROOT_CAUSE_CANDIDATE,622,2,0.322,5,141,28.2,0,52.15,1.8
3GT,TAM10,P2_553PHS_OF_ER,Z5AB: 553PHS still ON,UNCLASSIFIED,9,1,11.111,3,141,47,33.33,233.6,1.33
3GT,TAM06,P1_SHINGLE_DET2,Z4  : FC shingle detect at 411PHS_2,ROOT_CAUSE_CANDIDATE,154,7,4.545,12,140,11.67,33.33,135.72,2
FLEX,TAM24,[00G3_K042]Program:UN06_Standard.ALMD_06G6_B501GLS,Z06 Guard Door Open =06G6_B501GLS,DOOR_OR_GUARD|OPERATOR_INITIATED_FLEX|STOP_ALARM_CANDIDATE,91,6,6.593,9,140,15.56,55.56,189.82,2.67
3GT,TAM05,FSGateway_status,Z5  : 848M MC Feedback error,UNCLASSIFIED,10,1,10,7,140,20,14.29,120.25,1.14
3GT,TAM01,P2_510SHINGLE,Z5B : Shingle P.P. (510PHS),CASCADE_SYMPTOM_CANDIDATE,628,4,0.637,5,140,28,20,75.41,1.2
3GT,TAM02,P0_236CL_ERR_1,Z2B : 236CL Fail to EXTEND  (Shutter@cure),UNCLASSIFIED,34,2,5.882,4,140,35,25,142.6,1.25
3GT,TAM07,P3_609CL_FTE_1,Z6  : 609CL-1 Fail to extend (Array chuck),ROOT_CAUSE_CANDIDATE,42,1,2.381,4,140,35,0,28.29,2
3GT,TAM22,L22_P4_Camera3.Alarm_09,Camera3 Cognex Field value mismatch,UNCLASSIFIED,76,2,2.632,4,140,35,0,3.59,1
3GT,TAM01,P2_514PRS_OF_ER,Z5B : 514PRS still ON,UNCLASSIFIED,85,2,2.353,3,140,46.67,0,11.53,1
3GT,TAM01,P1_406CL_ERR_1,Z4  : 406CL Fail to EXTEND  (Plt xfer1@Junct),LONG_DURATION,9,2,22.222,2,140,70,50,114.87,1.5
FLEX,TAM28,[09G3_K002]Program:EM0903_Slider_A.ALMD_IMM_A_Not_Running,EM0901 IMM (A) Alarm: IMM (A) Not Running Error,STOP_ALARM_CANDIDATE|LONG_DURATION,30,1,3.333,1,140,140,0,0.94,2
3GT,TAM02,P7_FOIL_ID_ERR,Z5B: Camera #1- Foil ID mismatch,ROOT_CAUSE_CANDIDATE,78,7,8.974,12,139,11.58,16.67,83.53,2
3GT,TAM01,P1_175PALMISMAC,Z4  : Location 175 Pallet Data Mismatch,UNCLASSIFIED,4,3,75,5,138,27.6,20,109.13,1.2
3GT,TAM10,P0_IMM_out_of_range,Z2A : IMM parameter(s) out of range,LONG_DURATION,10,2,20,4,138,34.5,0,97.57,1
3GT,TAM10,P0_Z2_210SRV_GrdOpen,Z02B: 210SRV Guard Open,DOOR_OR_GUARD|POSSIBLE_OPERATOR_ACCESS_LEGACY|STOP_ALARM_CANDIDATE|NUISANCE_CHATTER_CANDIDATE,139,9,6.475,17,137,8.06,5.88,48.6,1.65
3GT,TAM21,L21_P4_Z08_Warning.Camera3_InspectNG,Z08 : Camera3 Inspection failure,WARNING|CASCADE_SYMPTOM_CANDIDATE,7551,12,0.159,15,137,9.13,0,32.53,1
3GT,TAM22,L22_P4_1013PHS.Alarm2,Z10 : 1013PHS Full tray jam/sensor fail (Remain),STOP_ALARM_CANDIDATE,50,7,14,14,137,9.79,0,97.31,2
3GT,TAM09,P2_510SHINGLE,Z5B : Shingle P.P. (510PHS),ROOT_CAUSE_CANDIDATE,255,8,3.137,10,137,13.7,40,75.57,2.2
3GT,TAM17,P3_1002BCR_NR,Z10 : 1002BCR No read failure (Case ID),ROOT_CAUSE_CANDIDATE,263,5,1.901,9,137,15.22,0,95.95,1.67
FLEX,TAM25,[04G3_K002]Program:EM0472_Tower3_Extraction.ALMD_K002CTL_CommError,EM0472 K001CTL Controller Communication Error,STOP_ALARM_CANDIDATE,98,4,4.082,9,137,15.22,0,34.85,2
3GT,TAM07,P3_609CL_FTE_4,Z6  : 609CL-4 Fail to extend (Array chuck),ROOT_CAUSE_CANDIDATE,60,4,6.667,6,137,22.83,16.67,15.88,2
FLEX,TAM29,[00G3_K042]Program:UN10_Standard.ALMD_10G6_B505GLS,Z10 Guard Door Open =10G6_B505GLS,DOOR_OR_GUARD|OPERATOR_INITIATED_FLEX|STOP_ALARM_CANDIDATE|CASCADE_SYMPTOM_CANDIDATE,1718,3,0.175,6,137,22.83,0,-26.81,2
3GT,TAM22,L22_P1_Z02B_Warning.BC_Drop_Left,Z02B : BC drop left side,WARNING,61,2,3.279,4,137,34.25,0,110.09,1
3GT,TAM02,P7_536PRS_ON_ER,Z5B : 536PRS Retainer not detect,UNCLASSIFIED,39,2,5.128,3,137,45.67,66.67,100.28,1.67
3GT,TAM01,P2_524CL_ERR_1,Z5B : 524CL Fail to extend  (Saline buffer),UNCLASSIFIED,41,2,4.878,2,137,68.5,100,177.36,2
3GT,TAM18,P1_FC_VRIFY_ERR,Z4  : FC detected on the stage (FC verify),ROOT_CAUSE_CANDIDATE,67,7,10.448,16,136,8.5,31.25,77.87,2.06
3GT,TAM06,P1_303CL_ERR_2,Z3  : 303CL Fail to RETRACT (Bottom finger R),ROOT_CAUSE_CANDIDATE,174,4,2.299,8,136,17,25,20.5,2.25
3GT,TAM21,L21_P3_0511SRV.Driver_Fault,P3_0511SRV Driver Axis Fault,UNCLASSIFIED,42,3,7.143,6,136,22.67,0,70.97,1
3GT,TAM01,P7_CMS_NOT_RDY,Z5B : CMS Laser is not ready alarm,STOP_ALARM_CANDIDATE,61,4,6.557,5,136,27.2,20,131.03,2.2
3GT,TAM05,P2_524CL_ERR_2,Z5B : 524CL Fail to retract (Saline buffer),UNCLASSIFIED,21,2,9.524,5,136,27.2,40,111.9,1.4
3GT,TAM07,P0_FC_VAC_CMC,Z2A : FC Vacuum CMC error,UNCLASSIFIED,21,2,9.524,3,136,45.33,0,1.1,1
3GT,TAM20,P3_ZSTOP_AJ_Z08,Z6  : Zone stop caused by adjacent zone8,STOP_ALARM_CANDIDATE,16,5,31.25,14,135,9.64,28.57,57.95,2.29
3GT,TAM01,P7_CMS_COM_TOUT,Z5B : Communication Time Out With Laser Marker,STOP_ALARM_CANDIDATE,87,2,2.299,7,135,19.29,0,-25.09,2
FLEX,TAM31,[04G3_K002]Program:EM0480_Elevator5.ALMD_K001CTL_CommError,EM0480 K001CTL Controller Communication Error,STOP_ALARM_CANDIDATE,82,4,4.878,6,135,22.5,0,42.07,2
3GT,TAM21,L21_P1_Z02B_Alarm.Ivek_Manual,Z02B : IVEK is in Manual mode (Monomer dosing),UNCLASSIFIED,39,4,10.256,4,135,33.75,50,8.96,1.5
FLEX,TAM29,[00G3_K042]Program:UN02_Standard.ALMD_02G6_B023GLS,Z02 Under Guard Door Open =02G6_B023GLS,DOOR_OR_GUARD|OPERATOR_INITIATED_FLEX|STOP_ALARM_CANDIDATE,28,5,17.857,15,134,8.93,6.67,132.32,2.67
3GT,TAM05,P2_CMM_512ID,Z5B : Consecutive 512IDR mismatch,UNCLASSIFIED,39,6,15.385,12,134,11.17,8.33,110.82,1.08
FLEX,TAM26,[00G3_K002]Program:EM0348_Sample.ALMD_M001CL_Faulted,EM0348 M001CL Sample Reject Left Cylinder Fault,ROOT_CAUSE_CANDIDATE,207,3,1.449,10,134,13.4,0,127.6,1.7
3GT,TAM22,L22_P1_0263CL.stat.Fte,P1_0263CL Fail to Extend,UNCLASSIFIED,25,2,8,6,134,22.33,0,9.55,1
3GT,TAM23,L23_P4_Z08_Alarm.Cam3InspectNG,Z08 : Camera3 3 Consecutive Inspection failure,CASCADE_SYMPTOM_CANDIDATE,715,1,0.14,1,134,134,0,290.61,1
3GT,TAM09,P3_807PHS2_MISS,Z8  : 807PHS-2 Array missing (Check jam or sensor),STOP_ALARM_CANDIDATE|ROOT_CAUSE_CANDIDATE,85,6,7.059,13,133,10.23,0,165.34,2.38
FLEX,TAM29,[00G3_K042]Program:UN02_Standard.ALMD_02G6_B021GLS,Z02 Under Guard Door Open =02G6_B021GLS,DOOR_OR_GUARD|OPERATOR_INITIATED_FLEX|STOP_ALARM_CANDIDATE,55,8,14.545,13,133,10.23,23.08,62.7,2.77
3GT,TAM01,P2_MRSVACRelief_Fail,Z5B: MRS Vacuum Relief Failed - 581SV,CASCADE_SYMPTOM_CANDIDATE,3178,11,0.346,12,133,11.08,41.67,9.8,1.33
3GT,TAM02,P1_400_2MIS_ERR,Z4  : 3 Consective Detection 400ID2 Data Mismatch,ROOT_CAUSE_CANDIDATE,81,9,11.111,12,133,11.08,33.33,124.45,1.92
3GT,TAM18,P2_527PHS2_ON_ER,Z5B : 527PHS-2 still OFF,ROOT_CAUSE_CANDIDATE,167,8,4.79,12,133,11.08,33.33,92.04,1.92
3GT,TAM18,P1_SHINGLE_DET3,Z4  : FC shingle detect at 411PHS_3,UNCLASSIFIED,115,5,4.348,7,133,19,42.86,96.6,1.43
FLEX,TAM29,[00G3_K003]Program:EM0332_FC_Transfer.ALMD_K001CTL_Guard_Open,EM0332 FC Transfer Robot Error: Safety Guard Open,DOOR_OR_GUARD|OPERATOR_INITIATED_FLEX|STOP_ALARM_CANDIDATE|CASCADE_SYMPTOM_CANDIDATE,1854,4,0.216,5,133,26.6,0,181.2,2
3GT,TAM18,P6_LONG_DI1_ER,Z4B : Tower #1 extraction time too long,UNCLASSIFIED,94,6,6.383,7,132,18.86,42.86,70.62,1.43
FLEX,TAM25,[00G3_K042]Program:UN05_Standard.ALMD_05G6_B004GLS,Z05 Guard Door Open =05G6_B004GLS,DOOR_OR_GUARD|OPERATOR_INITIATED_FLEX|STOP_ALARM_CANDIDATE|CASCADE_SYMPTOM_CANDIDATE,282,7,2.482,7,132,18.86,100,10.33,3
3GT,TAM21,L21_P3_0514LS.Alarm1,Z05B : Foil transfer unit opened,LONG_DURATION,25,8,32,11,131,11.91,45.45,-2.01,1.45
3GT,TAM22,L22_P1_Z01_Alarm.IMM_Alarm,Z01 : IMM is in alarm condition,CASCADE_SYMPTOM_CANDIDATE,242,10,4.132,10,131,13.1,90,40.63,1.9
FLEX,TAM26,[04G3_K002]Program:EM04G6_Safety_Units.ALMD_GuardDoor_Opened,EM04G6 Guard door opened,DOOR_OR_GUARD|OPERATOR_INITIATED_FLEX|STOP_ALARM_CANDIDATE|LONG_DURATION,71,4,5.634,9,131,14.56,0,108.51,2.67
3GT,TAM01,P0_IMM_COM_TOUT,Z2A : Communication time out with IMM,STOP_ALARM_CANDIDATE|LONG_DURATION,9,5,55.556,6,131,21.83,0,65.32,2
3GT,TAM18,P3_1019PHSUKNOW,Z10 : 1019PHS Carton jam (Remove carton),STOP_ALARM_CANDIDATE,66,4,6.061,6,131,21.83,0,113.64,2
FLEX,TAM31,[00G3_K022]Program:EM0556_Array_Transfer.ALMD_Chuck_Overload5,EM0556 Array Jam detect (Chuck Overload) Check B005PRS,STOP_ALARM_CANDIDATE,24,2,8.333,6,131,21.83,0,33.61,2
FLEX,TAM30,[00G3_K042]Program:UN02_Standard.ALMD_02G6_B014GLS,Z02 Guard Door Open =02G6_B014GLS,DOOR_OR_GUARD|OPERATOR_INITIATED_FLEX|STOP_ALARM_CANDIDATE|LONG_DURATION,4,1,25,5,131,26.2,20,-2.15,3
3GT,TAM02,P0_213SRV_ERR_6,Z2B : 213SRV Lead error     (Deposition),UNCLASSIFIED,36,2,5.556,5,130,26,20,0.12,1.2
3GT,TAM18,P1_300SRV_ERR_2,Z3  : 300SRV Driver error   (Demold),UNCLASSIFIED,9,2,22.222,5,130,26,80,32.21,1.8
3GT,TAM02,P0_233CL_ERR_1,Z2B : 233CL Fail to EXTEND  (Prec out U/D),CASCADE_SYMPTOM_CANDIDATE,117,1,0.855,4,130,32.5,25,151.53,1.25
3GT,TAM06,P1_PULL_CORD_Z3,PLC1: Emergency stop pull cord pulled,STOP_ALARM_CANDIDATE|LONG_DURATION,1,1,100,2,130,65,100,113.51,3
3GT,TAM21,L21_P3_0510SRV.Driver_Fault,P3_0510SRV Driver Axis Fault,UNCLASSIFIED,36,2,5.556,2,130,65,0,31.76,1
3GT,TAM20,P0_PC_TMPLOW_ER,Z2B : Precure FC side flow temp low error,UNCLASSIFIED,8,1,12.5,1,130,130,0,-11.19,1
3GT,TAM05,P0_LOT_MISMATCH,Z2A : Mold information mismatch (middle of lot),CASCADE_SYMPTOM_CANDIDATE,245,12,4.898,12,129,10.75,83.33,73.58,1.83
3GT,TAM21,L21_P3_Z05C_Alarm.Chuck_Opened,Z05C : Foil bobbin chuck open,UNCLASSIFIED,65,4,6.154,11,129,11.73,27.27,98.45,1.27
3GT,TAM23,L23_P4_Z10_Warning.Labeler_low,Z10 : Label or Ribbon is near end,WARNING|LONG_DURATION,28,2,7.143,6,129,21.5,0,105.38,1
3GT,TAM01,P1_PULL_CORD_Z3,PLC1: Emergency stop pull cord pulled,STOP_ALARM_CANDIDATE|LONG_DURATION,5,1,20,1,129,129,100,-16,3
FLEX,TAM31,[00G3_K042]Program:UN05_Standard.ALMD_05G6_B012GLS,Z05 Under Guard Door Open =05G6_B012GLS,DOOR_OR_GUARD|OPERATOR_INITIATED_FLEX|STOP_ALARM_CANDIDATE,19,7,36.842,13,128,9.85,23.08,61.7,2.85
FLEX,TAM31,[00G3_K042]Program:UN05_Standard.ALMD_05G6_B006GLS,Z05 Guard Door Open =05G6_B006GLS,DOOR_OR_GUARD|OPERATOR_INITIATED_FLEX|STOP_ALARM_CANDIDATE|CASCADE_SYMPTOM_CANDIDATE,379,8,2.111,12,128,10.67,50,32.34,2.5
3GT,TAM20,P6_4016GLS_FAIL,Z4B : 4016LCK Airlock Feedback Fail,UNCLASSIFIED,25,7,28,10,128,12.8,0,0.55,1
3GT,TAM21,L21_P4_Z10_Alarm.Sleeve_Level_Low,Z10 : Sleeve level (low/low) Sleeve hopper,UNCLASSIFIED,67,3,4.478,7,128,18.29,0,14.07,1
FLEX,TAM30,[00G3_K042]Program:UN02_Standard.ALMD_02G6_B008GLS,Z02 Guard Door Open =02G6_B008GLS,DOOR_OR_GUARD|OPERATOR_INITIATED_FLEX|STOP_ALARM_CANDIDATE,17,2,11.765,7,128,18.29,14.29,114.88,2.71
3GT,TAM07,P3_609CL_FTE_3,Z6  : 609CL-3 Fail to extend (Array chuck),ROOT_CAUSE_CANDIDATE,132,4,3.03,5,128,25.6,20,35.44,2
3GT,TAM21,L21_P4_1018PHS.Alarm2,Z10 : 1018PHS Empty-tray jam/sensor fail (Remain),STOP_ALARM_CANDIDATE,5,1,20,3,128,42.67,0,-4.27,2
3GT,TAM06,P2_51PS_ERROR,Z5B : 51PS Air pressure low,LONG_DURATION,29,1,3.448,1,128,128,0,5.05,1
3GT,TAM17,P2_STICK_DI_REM,Z5B : DI removal sticking (549PHS),ROOT_CAUSE_CANDIDATE,595,8,1.345,15,127,8.47,6.67,6.77,2
3GT,TAM05,P0_Zone02B_NoMove,Z2B : Zone02B not moving...,UNCLASSIFIED,48,6,12.5,9,127,14.11,11.11,41.06,1.11
3GT,TAM05,P6_Z04B_ALM_TWR1_CnsRedoseFault,Z04B : Tower1 consecutive redose fault,UNCLASSIFIED,13,4,30.769,6,127,21.17,33.33,7.46,1.33
3GT,TAM23,L23_P4_Z06_Warning.Loading_Bypass,Z06 : Loader Loading Bypass,WARNING|LONG_DURATION,11,1,9.091,1,127,127,100,67.04,2
3GT,TAM22,L22_P4_0607PHS_01.Alarm2,Z06 : 607PHS-1 Unknown array detect (Remove array),UNCLASSIFIED,18,3,16.667,5,126,25.2,40,95.08,1.4
3GT,TAM17,P1_41PS_ERROR,Z4-5: 41PS Air pressure low,LONG_DURATION,31,2,6.452,2,126,63,100,78.77,2
3GT,TAM21,L21_P4_Z08_Warning.Low_0082PS,Z08 : 82PS Pressure Low (Vacuum Rail),WARNING|CASCADE_SYMPTOM_CANDIDATE,539,2,0.371,2,126,63,0,8.07,1
3GT,TAM07,P1_403CL_ERR_2,Z4  : 403CL Fail to RETRACT (FC xfer inlet),UNCLASSIFIED,27,1,3.704,1,126,126,100,-2.45,2
3GT,TAM01,P3_1019PHS_MISS,Z10 : 1019PHS Carton missing (Check jam or sensor),STOP_ALARM_CANDIDATE,40,7,17.5,11,125,11.36,0,60.3,2
3GT,TAM18,PSS1_FB_ERR2_10,PSS1: 565M Feedback Error,ROOT_CAUSE_CANDIDATE,120,3,2.5,10,125,12.5,0,-18.1,1.3
FLEX,TAM28,[00G3_K002]Program:EM0332_FC_Transfer.ALMD_K001CTL_Guard_Open,EM0332 FC Transfer Robot Error: Safety Guard Open,DOOR_OR_GUARD|OPERATOR_INITIATED_FLEX|STOP_ALARM_CANDIDATE|CASCADE_SYMPTOM_CANDIDATE,1251,6,0.48,10,125,12.5,0,71.79,2
3GT,TAM01,P3_HMI1_ComlLoss,Z8  : Unable to Communicate with HMI #1,CASCADE_SYMPTOM_CANDIDATE,1065,6,0.563,8,125,15.62,0,121.39,1
3GT,TAM21,L21_P1_Z02B_Idle.HMI01,Warning: Zone2B is idle.,WARNING|CASCADE_SYMPTOM_CANDIDATE,824,6,0.728,8,125,15.62,12.5,26.8,1.12
3GT,TAM20,P0_219SRV_ERR_7,Z2B : 219SRV Lag error      (Preheat-ALI),UNCLASSIFIED,58,3,5.172,7,125,17.86,14.29,111.04,1.14
3GT,TAM21,L21_P1_Z02A_Warning.BypassZoneDown,Z02A : IMM bypass due to Zone01/02A down,WARNING|CASCADE_SYMPTOM_CANDIDATE,335,5,1.493,6,125,20.83,33.33,43.55,1.33
3GT,TAM01,P7_PIT_IN_SHGL,Z5B: Shingle array at foil press unit,CASCADE_SYMPTOM_CANDIDATE,114,3,2.632,5,125,25,0,83.6,1
FLEX,TAM31,[04G3_K002]Program:EM0471_Tower3_Top.ALMD_T001SVP_Driver_Fault,EM0471 T001SVP Tower #3 Extraction head Driver fault,STOP_ALARM_CANDIDATE,2,1,50,2,125,62.5,0,-10.88,2
3GT,TAM10,P8_670MAG_FAIL,Z10 : 670M MC feedback error (1000SRV),UNCLASSIFIED,8,1,12.5,1,125,125,0,76.55,1
FLEX,TAM26,[00G3_K042]Program:UN02_Standard.ALMD_02G6_B007GLS,Z02 Guard Door Open =02G6_B007GLS,DOOR_OR_GUARD|OPERATOR_INITIATED_FLEX|STOP_ALARM_CANDIDATE|CASCADE_SYMPTOM_CANDIDATE|LONG_DURATION,110,1,0.909,1,125,125,100,198.61,3
FLEX,TAM28,[00G3_K022]Program:EM0554_Array_Nest.ALMD_After_Array_Pickup_Fail_5,EM0554 After Array pickup failure (B005PS),ROOT_CAUSE_CANDIDATE,85,1,1.176,1,125,125,0,113.1,2
3GT,TAM21,L21_P1_Z04A_Warning.HydBuf_FreshLens,Z04A : FC transfer bypass pallets and keep fresh lenses in hydration buffer,WARNING|CASCADE_SYMPTOM_CANDIDATE,2499,12,0.48,13,124,9.54,53.85,17.35,1.54
3GT,TAM10,P1_313PRS_FAIL,Z3  : 313PRS Sensor fail,UNCLASSIFIED,9,3,33.333,10,124,12.4,50,7.89,1.5
3GT,TAM21,L21_P3_Z05A_Alarm.RBT_RunError,Z05A : Mitsubishi robot program was stopped,UNCLASSIFIED,63,5,7.937,10,124,12.4,40,34.01,1.4
3GT,TAM07,P1_SHINGLE_DET4,Z4  : FC shingle detect at 411PHS_4,UNCLASSIFIED,106,5,4.717,9,124,13.78,22.22,86.94,1.22
3GT,TAM21,L21_P4_Z06_Warning.Miss_0607PHS_05,Z06 : Miss_0607PHS_05,WARNING|CASCADE_SYMPTOM_CANDIDATE,312,4,1.282,4,124,31,100,102.31,2
3GT,TAM09,P6_Z04B_4008CL_stat_Fte,Z04B : 4008CL fail to Extend,UNCLASSIFIED,53,2,3.774,3,124,41.33,33.33,31.76,1.33
3GT,TAM07,P1_31PS_ERROR,Z3-4: 31PS Air pressure low,UNCLASSIFIED,6,1,16.667,2,124,62,100,62.99,2
3GT,TAM01,P3_620PHS_UKNOW,Z6  : 620PHS Tray jam or sensor fail (Remain),STOP_ALARM_CANDIDATE|LONG_DURATION,1,1,100,6,123,20.5,16.67,213.99,2.17
3GT,TAM18,P7_532PHS_ON_ER,Z5B : 532PHS Product array not detect,UNCLASSIFIED,55,2,3.636,5,122,24.4,0,130.98,1
3GT,TAM01,301_PRS_FAIL,Z3: 301 PRS FAIL,UNCLASSIFIED,28,1,3.571,2,122,61,100,105.56,2
3GT,TAM02,P2_517SRV_ERR_6,Z5B : 517SRV Lead error     (Lens xfer),UNCLASSIFIED,1,1,100,2,122,61,0,-17.81,1
3GT,TAM10,P3_SLAVE_FAIL_Z6,PLC3: Profibus slave fail,LONG_DURATION,6,1,16.667,1,122,122,100,107.67,2
3GT,TAM18,P3_801PHS_MISS,Z8  : 801PHS Array missing (Check jam or sensor),STOP_ALARM_CANDIDATE|ROOT_CAUSE_CANDIDATE,48,8,16.667,15,121,8.07,0,73.54,2.53
3GT,TAM10,P1_301CL_ERR_2,Z3  : 301CL Fail to RETRACT (Top finger R),UNCLASSIFIED,73,6,8.219,11,121,11,63.64,75.1,1.64
3GT,TAM21,L21_P3_0519PRS.Alarm1,Z05B : 519PRS Puck not detect,UNCLASSIFIED,34,3,8.824,4,121,30.25,25,3.37,1.25
FLEX,TAM24,[00G3_K042]Program:UN06_Standard.ALMD_06G6_B505GLS,Z06 Guard Door Open =06G6_B505GLS,DOOR_OR_GUARD|OPERATOR_INITIATED_FLEX|STOP_ALARM_CANDIDATE|LONG_DURATION,5,1,20,4,121,30.25,25,31.24,3
FLEX,TAM31,[00G3_K042]Program:UN03_Standard.ALMD_03G6_B002GLS,Z03 Guard Door Open =03G6_B002GLS,DOOR_OR_GUARD|OPERATOR_INITIATED_FLEX|STOP_ALARM_CANDIDATE|LONG_DURATION,4,1,25,3,121,40.33,0,-26.04,3
3GT,TAM06,P3_850BCR_TOUT,Z8  : 850BCR Communication time out failure,STOP_ALARM_CANDIDATE,27,1,3.704,1,121,121,0,-42.98,2
3GT,TAM23,L23_ST_Z07_Alarms.LDlkd,Load door failed to unlock,DOOR_OR_GUARD|GUARD_SYSTEM_FAULT,2,1,50,1,121,121,0,8.34,1
FLEX,TAM29,[00G3_K502]Program:EM1023_Carton_Laser.ALMD_K501CTL_LaserNotReady,Domino Laser Printer not ready,STOP_ALARM_CANDIDATE,9,1,11.111,1,121,121,0,41.26,2
3GT,TAM06,P1_CMD_TL,Z3  : CMD Top Left (304CL),ROOT_CAUSE_CANDIDATE,361,8,2.216,14,120,8.57,50,110.5,2.21
3GT,TAM09,FMD_Alm_Heartbeat_Loss,Zone05P17: Heartbeat loss between AB Driver and FMD system,ROOT_CAUSE_CANDIDATE,276,5,1.812,7,120,17.14,42.86,89.83,2
3GT,TAM23,L23_P4_1012CL.stat.Fte,P4_1012CL Fail to Extend,LONG_DURATION,141,2,1.418,5,120,24,0,63.05,1
3GT,TAM05,P3_ZSTOP_AJ_Z06,Z8 : Zone stop caused by adjacent zone6,STOP_ALARM_CANDIDATE,16,1,6.25,3,120,40,0,219.8,2
FLEX,TAM29,[00G3_K042]Program:UN06_Standard.ALMD_06G6_B501GLS,Z06 Guard Door Open =06G6_B501GLS,DOOR_OR_GUARD|OPERATOR_INITIATED_FLEX|STOP_ALARM_CANDIDATE|CASCADE_SYMPTOM_CANDIDATE,330,10,3.03,10,119,11.9,90,31.87,2.9
FLEX,TAM26,[00G3_K002]Program:EM0332_FC_Transfer.ALMD_K001CTL_Guard_Open,EM0332 FC Transfer Robot Error: Safety Guard Open,DOOR_OR_GUARD|OPERATOR_INITIATED_FLEX|STOP_ALARM_CANDIDATE|CASCADE_SYMPTOM_CANDIDATE,926,6,0.648,9,119,13.22,0,150.74,2
FLEX,TAM31,[00G3_K022]Program:EM0540_Heat_Seal_Infeed.ALMD_MMLS_Con_Missed_Lens,EM0540 3Concecutive Missing Lens detected,ROOT_CAUSE_CANDIDATE,112,3,2.679,6,119,19.83,0,58.53,2
3GT,TAM10,P0_223PHS_FAIL,Z2B:  223PHS Pallet Tracking Mismatch,UNCLASSIFIED,6,2,33.333,5,119,23.8,20,67.79,1.2
3GT,TAM01,P1_41PS_ERROR,Z4-5: 41PS Air pressure low,LONG_DURATION,51,3,5.882,3,119,39.67,100,49.52,2
FLEX,TAM25,[00G3_K002]Program:EM0332_FC_Transfer.ALMD_ROBFC_VAC4_Failure,EM0332 FC Transfer Head Vacuum 4 Failure,ROOT_CAUSE_CANDIDATE,46,1,2.174,1,119,119,0,279.29,1
